500 1638
0 1 0.1111111111111111
0 3 0.25
0 4 0.25
1 0 0.14285714285714285
1 2 0.25
1 3 0.25
1 5 0.1
2 1 0.1111111111111111
2 5 0.1
3 0 0.14285714285714285
3 1 0.1111111111111111
4 0 0.14285714285714285
4 12 0.03225806451612903
5 8 0.25
5 1 0.1111111111111111
5 2 0.25
5 6 0.25
5 7 0.5
6 9 0.14285714285714285
6 5 0.1
7 5 0.1
8 11 0.25
8 5 0.1
9 10 0.25
9 12 0.03225806451612903
9 6 0.25
10 9 0.14285714285714285
10 11 0.25
11 8 0.25
11 10 0.25
12 1 0.1111111111111111
12 4 0.25
12 69 0.2
12 9 0.14285714285714285
12 13 0.045454545454545456
12 15 0.3333333333333333
12 81 0.1
12 114 0.2
12 19 0.25
12 53 0.16666666666666666
12 184 0.25
12 164 0.14285714285714285
12 26 0.14285714285714285
12 27 0.09090909090909091
12 223 0.07142857142857142
13 464 0.06666666666666667
13 17 0.125
13 59 0.1
13 21 0.058823529411764705
13 214 0.2
13 24 0.07142857142857142
13 28 0.045454545454545456
13 43 0.038461538461538464
13 12 0.03225806451612903
13 37 0.14285714285714285
14 36 0.0625
14 38 0.1
14 39 0.09090909090909091
14 13 0.045454545454545456
14 16 0.07692307692307693
14 49 0.0625
14 178 0.16666666666666666
14 20 0.09090909090909091
14 117 0.16666666666666666
14 22 0.058823529411764705
14 25 0.1
14 29 0.07142857142857142
14 31 0.125
15 12 0.03225806451612903
16 18 0.3333333333333333
16 36 0.0625
16 54 0.1
16 40 0.1
16 91 0.5
16 14 0.03571428571428571
17 57 0.125
17 28 0.045454545454545456
17 13 0.045454545454545456
17 22 0.058823529411764705
18 16 0.07692307692307693
19 128 0.2
19 12 0.03225806451612903
20 117 0.16666666666666666
20 44 0.5
20 22 0.058823529411764705
20 14 0.03571428571428571
20 23 0.125
21 34 0.1
21 68 0.5
21 205 0.25
21 124 0.09090909090909091
21 13 0.045454545454545456
21 190 0.16666666666666666
21 95 0.07692307692307693
22 17 0.125
22 146 0.16666666666666666
22 20 0.09090909090909091
22 38 0.1
22 127 0.125
22 29 0.07142857142857142
22 14 0.03571428571428571
22 111 0.25
23 48 0.125
23 20 0.09090909090909091
23 85 0.25
23 175 0.16666666666666666
24 96 0.16666666666666666
24 84 0.125
24 21 0.058823529411764705
24 153 0.25
24 74 0.14285714285714285
