500 1576
0 1 0.16666666666666666
0 2 0.25
1 0 0.25
1 3 0.2
1 4 0.5
2 0 0.25
3 1 0.16666666666666666
3 2 0.25
3 5 0.09090909090909091
4 1 0.16666666666666666
5 8 0.2
5 2 0.25
5 3 0.2
5 6 0.5
5 7 0.25
6 5 0.09090909090909091
7 9 0.25
7 5 0.09090909090909091
8 11 0.2
8 5 0.09090909090909091
9 12 0.07142857142857142
9 7 0.25
10 8 0.2
10 5 0.09090909090909091
11 8 0.2
11 5 0.09090909090909091
11 461 0.08333333333333333
12 148 0.25
12 21 0.1111111111111111
12 183 0.14285714285714285
12 168 0.5
12 9 0.25
12 13 0.041666666666666664
12 15 0.06666666666666667
13 48 0.07142857142857142
13 96 0.16666666666666666
13 146 0.2
13 20 0.08333333333333333
13 100 0.25
13 23 0.07692307692307693
13 52 0.16666666666666666
13 26 0.05
13 12 0.07142857142857142
13 14 0.1111111111111111
13 95 0.08333333333333333
14 17 0.03125
14 132 0.5
14 13 0.041666666666666664
14 103 0.2
15 16 0.16666666666666666
15 76 0.25
15 72 0.2
15 12 0.07142857142857142
15 107 0.2
15 28 0.08333333333333333
15 174 0.5
16 43 0.09090909090909091
16 39 0.14285714285714285
16 15 0.06666666666666667
17 67 0.14285714285714285
17 74 0.0625
17 14 0.1111111111111111
17 24 0.08333333333333333
17 18 0.045454545454545456
17 19 0.02631578947368421
17 84 0.5
17 150 0.25
17 88 0.5
17 25 0.05263157894736842
17 152 0.1111111111111111
17 27 0.2
17 30 0.043478260869565216
18 80 0.25
18 17 0.03125
18 19 0.02631578947368421
18 37 0.14285714285714285
18 200 0.16666666666666666
18 201 0.2
18 74 0.0625
18 92 0.08333333333333333
18 29 0.05555555555555555
18 479 0.1
19 32 0.05555555555555555
19 256 0.07142857142857142
19 114 0.14285714285714285
19 86 0.2
19 170 0.25
19 44 0.1111111111111111
19 50 0.125
19 115 0.2
19 17 0.03125
19 18 0.045454545454545456
19 51 0.047619047619047616
19 85 0.08333333333333333
19 22 0.125
19 25 0.05263157894736842
19 90 0.25
19 30 0.043478260869565216
19 31 0.0625
20 33 0.07692307692307693
20 104 0.25
20 106 0.07692307692307693
20 13 0.041666666666666664
20 142 0.3333333333333333
20 205 0.25
21 12 0.07142857142857142
21 78 0.2
21 143 0.14285714285714285
22 96 0.16666666666666666
22 25 0.05263157894736842
22 19 0.02631578947368421
22 124 0.125
23 49 0.2
23 34 0.1
23 35 0.25
23 13 0.041666666666666664
23 167 0.5
24 17 0.03125
24 25 0.05263157894736842
24 42 0.1111111111111111
24 27 0.2
24 172 0.5
24 46 0.2
25 17 0.03125
25 98 0.5
25 19 0.02631578947368421
25 68 0.09090909090909091
25 22 0.125
25 24 0.08333333333333333
25 155 0.07142857142857142
25 140 0.1111111111111111
25 162 0.5
26 64 0.1
26 33 0.07692307692307693
26 83 0.16666666666666666
26 85 0.08333333333333333
26 38 0.16666666666666666
26 134 0.1111111111111111
26 192 0.3333333333333333
26 13 0.041666666666666664
26 110 0.14285714285714285
27 24 0.08333333333333333
27 17 0.03125
28 145 0.5
28 149 0.3333333333333333
28 54 0.16666666666666666
28 55 0.2
28 29 0.05555555555555555
28 15 0.06666666666666667
29 18 0.045454545454545456
29 36 0.16666666666666666
29 197 0.3333333333333333
29 198 0.2
29 199 0.25
29 91 0.14285714285714285
29 28 0.08333333333333333
29 173 0.2
30 17 0.03125
30 19 0.02631578947368421
30 71 0.25
30 184 0.2
30 177 0.125
30 87 0.14285714285714285
30 59 0.25
30 108 0.1
30 45 0.06666666666666667
30 223 0.07692307692307693
30 47 0.07692307692307693
31 32 0.05555555555555555
31 17 0.03125
31 19 0.02631578947368421
31 131 0.09090909090909091
31 102 0.5
31 481 0.07692307692307693
31 58 0.14285714285714285
31 74 0.0625
32 19 0.02631578947368421
32 214 0.3333333333333333
32 40 0.25
32 111 0.25
32 79 0.16666666666666666
32 31 0.0625
32 45 0.06666666666666667
32 47 0.07692307692307693
33 26 0.05
33 83 0.16666666666666666
33 20 0.08333333333333333
33 106 0.07692307692307693
33 130 0.5
34 160 0.25
34 41 0.1111111111111111
34 61 0.14285714285714285
34 23 0.07692307692307693
35 23 0.07692307692307693
36 81 0.16666666666666666
36 116 0.5
36 29 0.05555555555555555
37 201 0.2
37 18 0.045454545454545456
37 92 0.08333333333333333
38 26 0.05
38 147 0.2
38 62 0.25
39 16 0.16666666666666666
39 58 0.14285714285714285
39 43 0.09090909090909091
40 32 0.05555555555555555
41 160 0.25
41 34 0.1
41 61 0.14285714285714285
41 94 0.08333333333333333
42 24 0.08333333333333333
42 161 0.25
42 182 0.25
42 46 0.2
43 16 0.16666666666666666
43 176 0.25
43 69 0.125
43 39 0.14285714285714285
44 51 0.047619047619047616
44 114 0.14285714285714285
44 19 0.02631578947368421
44 77 0.1111111111111111
45 32 0.05555555555555555
45 216 0.25
