500 1632
0 1 0.16666666666666666
0 2 0.1
0 492 0.07142857142857142
1 0 0.14285714285714285
1 2 0.1
1 5 0.1
2 0 0.14285714285714285
2 1 0.16666666666666666
2 3 0.5
2 4 0.5
2 12 0.030303030303030304
3 2 0.1
4 2 0.1
5 8 0.2
5 1 0.16666666666666666
5 10 0.5
5 11 0.25
5 6 0.2
6 5 0.1
6 7 0.25
7 9 0.5
7 6 0.2
8 11 0.25
8 5 0.1
9 7 0.25
10 5 0.1
11 8 0.2
11 5 0.1
12 0 0.14285714285714285
12 2 0.1
12 82 0.09090909090909091
12 70 0.1111111111111111
12 6 0.2
12 8 0.2
12 108 0.5
12 138 0.16666666666666666
12 44 0.1
12 13 0.045454545454545456
12 45 0.5
12 50 0.2
12 21 0.06666666666666667
12 185 0.5
12 89 0.3333333333333333
12 30 0.0625
12 223 0.0625
13 189 0.16666666666666666
13 125 0.1111111111111111
13 122 0.25
13 22 0.07142857142857142
13 74 0.16666666666666666
13 205 0.3333333333333333
13 12 0.030303030303030304
13 93 0.14285714285714285
13 14 0.03125
13 15 0.058823529411764705
14 39 0.0625
14 177 0.25
14 13 0.045454545454545456
14 206 0.16666666666666666
14 16 0.041666666666666664
14 17 0.05555555555555555
14 210 0.1
14 19 0.09090909090909091
14 220 0.16666666666666666
14 86 0.2
14 151 0.1
14 24 0.05
14 25 0.058823529411764705
14 188 0.16666666666666666
15 141 0.16666666666666666
15 17 0.05555555555555555
15 99 0.5
15 261 0.1
15 92 0.2
15 13 0.045454545454545456
15 94 0.1111111111111111
15 63 0.125
16 48 0.25
16 177 0.25
16 51 0.05263157894736842
16 206 0.16666666666666666
16 238 0.07692307692307693
16 24 0.05
16 26 0.058823529411764705
16 220 0.16666666666666666
16 14 0.03125
17 18 0.05555555555555555
17 147 0.09090909090909091
17 20 0.047619047619047616
17 38 0.08333333333333333
17 41 0.125
17 26 0.058823529411764705
17 14 0.03125
17 15 0.058823529411764705
18 17 0.05555555555555555
18 20 0.047619047619047616
18 37 0.25
18 154 0.14285714285714285
18 27 0.05
18 61 0.1111111111111111
18 69 0.1
18 31 0.07142857142857142
19 24 0.05
19 88 0.2
19 76 0.14285714285714285
19 14 0.03125
20 176 0.16666666666666666
20 17 0.05555555555555555
20 18 0.05555555555555555
20 147 0.09090909090909091
20 52 0.3333333333333333
20 101 0.2
20 38 0.08333333333333333
20 106 0.16666666666666666
20 110 0.14285714285714285
20 31 0.07142857142857142
21 118 0.25
21 23 0.1111111111111111
21 90 0.16666666666666666
21 151 0.1
21 12 0.030303030303030304
21 13 0.045454545454545456
21 126 0.25
22 34 0.16666666666666666
22 70 0.1111111111111111
22 167 0.25
22 219 0.2
22 13 0.045454545454545456
22 95 0.125
23 139 0.5
23 68 0.25
23 21 0.06666666666666667
23 78 0.1
24 16 0.041666666666666664
24 97 0.08333333333333333
24 19 0.09090909090909091
24 36 0.07692307692307693
24 117 0.16666666666666666
24 102 0.14285714285714285
24 42 0.07692307692307693
24 157 0.25
24 14 0.03125
25 16 0.041666666666666664
25 194 0.125
25 151 0.1
25 41 0.125
25 26 0.058823529411764705
25 59 0.16666666666666666
25 14 0.03125
26 16 0.041666666666666664
26 17 0.05555555555555555
26 98 0.2
26 35 0.2
26 116 0.1111111111111111
26 25 0.058823529411764705
26 29 0.125
27 481 0.07142857142857142
27 18 0.05555555555555555
27 85 0.5
27 186 0.3333333333333333
27 187 0.25
