#ignore first line
1 2 0.14285714285714285
2 1 0.3333333333333333
2 4 0.3333333333333333
2 13 0.1
3 1 0.3333333333333333
3 2 0.14285714285714285
3 5 0.25
3 6 0.14285714285714285
4 2 0.14285714285714285
5 3 0.16666666666666666
5 6 0.14285714285714285
6 3 0.16666666666666666
6 5 0.25
6 7 0.125
7 9 0.5
7 11 0.25
7 6 0.14285714285714285
7 8 0.25
8 10 0.5
8 7 0.125
9 7 0.125
10 8 0.25
11 12 0.5
11 7 0.125
12 11 0.25
13 28 0.14285714285714285
13 2 0.14285714285714285
13 4 0.3333333333333333
13 21 0.05263157894736842
13 14 0.058823529411764705
14 65 0.08333333333333333
14 179 0.14285714285714285
14 88 0.1
14 219 0.5
14 60 0.07142857142857142
14 13 0.1
14 15 0.06666666666666667
15 18 0.09090909090909091
15 19 0.1
15 25 0.05263157894736842
15 89 0.09090909090909091
15 201 0.25
15 14 0.058823529411764705
15 16 0.06666666666666667
16 17 0.09090909090909091
16 20 0.125
16 57 0.125
16 27 0.038461538461538464
16 96 0.125
16 15 0.06666666666666667
16 32 0.1111111111111111
17 57 0.125
17 48 0.05263157894736842
17 32 0.1111111111111111
17 22 0.07692307692307693
17 16 0.06666666666666667
18 25 0.05263157894736842
18 89 0.09090909090909091
18 45 0.08333333333333333
18 201 0.25
18 15 0.06666666666666667
19 18 0.09090909090909091
19 118 0.1
19 15 0.06666666666666667
19 24 0.034482758620689655
20 138 0.2
20 43 0.14285714285714285
20 133 0.25
20 16 0.06666666666666667
21 67 0.058823529411764705
21 180 0.2
21 37 0.1111111111111111
21 184 0.14285714285714285
21 165 0.5
21 187 0.2
21 13 0.1
21 163 0.2
22 17 0.09090909090909091
22 97 0.06666666666666667
22 35 0.07692307692307693
22 164 0.125
22 23 0.08333333333333333
23 82 0.1111111111111111
23 119 0.5
23 164 0.125
23 22 0.07692307692307693
23 95 0.09090909090909091
24 36 0.08333333333333333
24 148 0.16666666666666666
24 38 0.058823529411764705
24 168 0.2
24 73 0.2
24 106 0.3333333333333333
24 29 0.2
24 41 0.08333333333333333
24 19 0.1
24 68 0.125
24 53 0.1111111111111111
