500 1656
0 1 0.16666666666666666
0 2 0.5
0 3 0.1
1 0 0.125
1 3 0.1
1 12 0.02857142857142857
2 0 0.125
3 0 0.125
3 1 0.16666666666666666
3 4 0.25
3 5 0.09090909090909091
3 479 0.1
4 3 0.1
4 5 0.09090909090909091
5 0 0.125
5 3 0.1
5 4 0.25
5 6 0.125
5 7 0.3333333333333333
5 8 0.5
6 9 0.16666666666666666
6 11 0.16666666666666666
6 12 0.02857142857142857
6 5 0.09090909090909091
7 5 0.09090909090909091
8 5 0.09090909090909091
9 11 0.16666666666666666
9 12 0.02857142857142857
9 6 0.125
10 7 0.3333333333333333
11 9 0.16666666666666666
11 238 0.0625
11 6 0.125
12 0 0.125
12 1 0.16666666666666666
12 75 0.1111111111111111
12 145 0.14285714285714285
12 6 0.125
12 33 0.07142857142857142
12 15 0.05
12 9 0.16666666666666666
12 71 0.16666666666666666
12 45 0.08333333333333333
12 14 0.08333333333333333
12 13 0.07142857142857142
12 16 0.1111111111111111
12 104 0.125
12 195 0.25
12 214 0.2
12 27 0.07142857142857142
12 211 0.16666666666666666
13 115 0.14285714285714285
13 21 0.03125
13 119 0.5
13 12 0.02857142857142857
13 171 0.3333333333333333
13 28 0.14285714285714285
14 17 0.1111111111111111
14 83 0.5
14 100 0.5
14 12 0.02857142857142857
14 45 0.08333333333333333
14 31 0.1
15 42 0.1111111111111111
15 17 0.1111111111111111
15 18 0.04
15 19 0.0625
15 22 0.05263157894736842
15 209 0.16666666666666666
15 26 0.07142857142857142
15 12 0.02857142857142857
15 13 0.07142857142857142
16 145 0.14285714285714285
16 195 0.25
16 12 0.02857142857142857
16 166 0.25
17 129 0.1111111111111111
17 25 0.25
17 14 0.08333333333333333
17 15 0.05
18 32 0.047619047619047616
18 65 0.09090909090909091
18 95 0.07692307692307693
18 21 0.03125
18 39 0.5
18 184 0.3333333333333333
18 90 0.125
18 15 0.05
18 156 0.25
18 106 0.06666666666666667
18 63 0.1
19 113 0.5
19 20 0.14285714285714285
19 23 0.0625
19 105 0.2
19 461 0.09090909090909091
19 126 0.125
19 15 0.05
20 24 0.1
20 17 0.1111111111111111
20 218 0.16666666666666666
20 19 0.0625
21 32 0.047619047619047616
21 96 0.125
21 68 0.06666666666666667
21 38 0.125
21 210 0.1111111111111111
21 106 0.06666666666666667
21 183 0.2
21 140 0.16666666666666666
21 13 0.07142857142857142
21 78 0.1
21 48 0.1
21 18 0.04
21 212 0.14285714285714285
21 23 0.0625
21 29 0.06666666666666667
22 88 0.07692307692307693
22 175 0.16666666666666666
22 52 0.125
22 182 0.16666666666666666
22 40 0.05555555555555555
22 127 0.16666666666666666
22 77 0.1
22 15 0.05
23 19 0.0625
23 67 0.1
23 36 0.09090909090909091
23 21 0.03125
23 102 0.16666666666666666
23 147 0.3333333333333333
23 13 0.07142857142857142
23 110 0.3333333333333333
24 41 0.125
24 90 0.125
24 20 0.14285714285714285
24 126 0.125
25 17 0.1111111111111111
25 129 0.1111111111111111
26 209 0.16666666666666666
26 101 0.1111111111111111
26 134 0.16666666666666666
26 56 0.1
26 73 0.07692307692307693
26 42 0.1111111111111111
26 15 0.05
27 176 0.25
27 33 0.07142857142857142
27 35 0.08333333333333333
27 117 0.5
27 152 0.5
27 89 0.25
27 12 0.02857142857142857
28 13 0.07142857142857142
28 30 0.2
28 29 0.06666666666666667
29 161 0.5
29 21 0.03125
29 54 0.1111111111111111
29 55 0.2
29 43 0.07142857142857142
29 28 0.14285714285714285
29 53 0.1
30 28 0.14285714285714285
30 221 0.25
31 108 0.2
31 58 0.3333333333333333
31 60 0.07142857142857142
31 218 0.16666666666666666
31 14 0.08333333333333333
32 64 0.125
32 49 0.14285714285714285
32 18 0.04
32 35 0.08333333333333333
32 21 0.03125
32 22 0.05263157894736842
32 72 0.25
32 162 0.2
32 142 0.3333333333333333
32 191 0.25
33 44 0.09090909090909091
33 170 0.14285714285714285
33 27 0.07142857142857142
33 12 0.02857142857142857
33 125 0.14285714285714285
34 32 0.047619047619047616
34 197 0.5
34 115 0.14285714285714285
34 37 0.2
34 93 0.3333333333333333
34 47 0.05555555555555555
35 32 0.047619047619047616
35 64 0.125
35 136 0.14285714285714285
35 185 0.14285714285714285
35 27 0.07142857142857142
35 205 0.25
36 200 0.2
36 122 0.3333333333333333
36 238 0.0625
36 23 0.0625
37 34 0.09090909090909091
37 139 0.16666666666666666
38 173 0.5
38 21 0.03125
38 190 0.2
38 61 0.1
39 18 0.04
40 481 0.07142857142857142
40 52 0.125
40 182 0.16666666666666666
40 22 0.05263157894736842
40 87 0.125
40 88 0.07692307692307693
40 479 0.1
40 77 0.1
40 175 0.16666666666666666
41 24 0.1
41 74 0.09090909090909091
41 90 0.125
41 126 0.125
42 26 0.07142857142857142
42 101 0.1111111111111111
42 15 0.05
43 261 0.125
43 86 0.125
43 202 0.5
43 172 0.5
43 29 0.06666666666666667
43 46 0.08333333333333333
