500 1670
0 256 0.1
0 1 0.09090909090909091
0 2 0.16666666666666666
0 12 0.02
1 0 0.125
1 12 0.02
1 3 0.25
1 4 0.5
1 5 0.1
2 0 0.125
2 1 0.09090909090909091
2 5 0.1
3 1 0.09090909090909091
3 12 0.02
4 1 0.09090909090909091
5 1 0.09090909090909091
5 2 0.16666666666666666
5 12 0.02
5 10 0.5
5 6 0.16666666666666666
6 11 0.25
6 5 0.1
6 7 0.125
7 8 0.5
7 9 0.5
7 6 0.16666666666666666
7 263 0.058823529411764705
8 7 0.125
9 7 0.125
10 5 0.1
11 261 0.1
11 6 0.16666666666666666
12 0 0.125
12 1 0.09090909090909091
12 3 0.25
12 5 0.1
12 256 0.1
12 13 0.07692307692307693
12 14 0.043478260869565216
12 15 0.14285714285714285
12 16 0.25
12 17 0.07142857142857142
12 18 0.0625
12 19 0.09090909090909091
12 20 0.03225806451612903
12 21 0.07692307692307693
12 22 0.08333333333333333
12 25 0.1
12 27 0.07692307692307693
12 157 0.07692307692307693
12 31 0.05263157894736842
12 481 0.07692307692307693
12 108 0.125
12 51 0.07692307692307693
12 185 0.16666666666666666
13 32 0.25
13 84 0.1111111111111111
13 165 0.5
13 87 0.16666666666666666
13 263 0.058823529411764705
13 12 0.02
14 162 0.5
14 35 0.058823529411764705
14 36 0.03571428571428571
14 197 0.2
14 55 0.3333333333333333
14 24 0.05555555555555555
14 196 0.2
14 221 0.16666666666666666
14 12 0.02
14 29 0.038461538461538464
14 175 0.25
15 176 0.14285714285714285
15 185 0.16666666666666666
15 12 0.02
16 12 0.02
16 126 0.5
17 48 0.16666666666666666
17 52 0.2
17 88 0.5
17 57 0.05555555555555555
17 12 0.02
17 30 0.06666666666666667
17 31 0.05263157894736842
18 64 0.14285714285714285
18 108 0.125
18 12 0.02
18 185 0.16666666666666666
18 31 0.05263157894736842
19 25 0.1
19 26 0.07692307692307693
19 27 0.07692307692307693
19 12 0.02
19 108 0.125
20 33 0.06666666666666667
20 66 0.14285714285714285
20 38 0.05555555555555555
20 481 0.07692307692307693
20 12 0.02
20 43 0.14285714285714285
20 44 0.09090909090909091
20 34 0.09090909090909091
20 173 0.2
20 18 0.0625
20 53 0.1
20 89 0.1
20 492 0.07692307692307693
20 188 0.2
20 29 0.038461538461538464
21 18 0.0625
21 85 0.14285714285714285
21 86 0.1
21 217 0.5
21 12 0.02
21 62 0.14285714285714285
21 15 0.14285714285714285
22 212 0.3333333333333333
22 42 0.2
22 12 0.02
22 45 0.3333333333333333
22 23 0.07692307692307693
23 177 0.25
23 214 0.3333333333333333
23 22 0.08333333333333333
23 184 0.2
23 59 0.06666666666666667
23 172 0.14285714285714285
24 72 0.5
24 36 0.03571428571428571
24 481 0.07692307692307693
24 40 0.14285714285714285
24 57 0.05555555555555555
24 125 0.1111111111111111
24 14 0.043478260869565216
25 176 0.14285714285714285
25 18 0.0625
25 19 0.09090909090909091
25 12 0.02
25 26 0.07692307692307693
26 144 0.14285714285714285
26 18 0.0625
26 19 0.09090909090909091
26 21 0.07692307692307693
26 25 0.1
26 106 0.16666666666666666
26 92 0.5
27 50 0.08333333333333333
27 19 0.09090909090909091
27 57 0.05555555555555555
27 12 0.02
27 125 0.1111111111111111
27 78 0.1111111111111111
28 194 0.5
28 83 0.16666666666666666
28 70 0.1111111111111111
28 79 0.25
28 13 0.07692307692307693
28 95 0.25
29 32 0.25
29 129 0.14285714285714285
29 37 0.1111111111111111
