500 1638
0 1 0.25
0 4 0.5
0 12 0.038461538461538464
1 0 0.125
1 2 0.3333333333333333
2 0 0.125
2 1 0.25
3 0 0.125
3 5 0.25
4 0 0.125
5 3 0.3333333333333333
5 6 0.16666666666666666
6 8 0.125
6 5 0.25
7 8 0.125
7 6 0.16666666666666666
8 9 0.16666666666666666
8 10 0.5
8 6 0.16666666666666666
8 7 0.3333333333333333
9 8 0.125
9 11 0.25
9 6 0.16666666666666666
10 8 0.125
11 9 0.16666666666666666
11 12 0.038461538461538464
12 0 0.125
12 105 0.1
12 11 0.25
12 44 0.05263157894736842
12 13 0.0625
12 14 0.038461538461538464
12 178 0.125
12 19 0.07142857142857142
12 9 0.16666666666666666
12 154 0.3333333333333333
12 28 0.05555555555555555
12 26 0.0625
13 16 0.041666666666666664
13 18 0.1111111111111111
13 37 0.1111111111111111
13 25 0.09090909090909091
13 59 0.0625
13 12 0.038461538461538464
13 63 0.25
14 17 0.058823529411764705
14 131 0.1
14 164 0.2
14 69 0.0625
14 70 0.07692307692307693
14 145 0.16666666666666666
14 169 0.2
14 12 0.038461538461538464
14 30 0.05263157894736842
14 15 0.07142857142857142
15 16 0.041666666666666664
15 52 0.06666666666666667
15 39 0.1111111111111111
15 180 0.14285714285714285
15 59 0.0625
15 14 0.038461538461538464
15 127 0.25
16 64 0.08333333333333333
16 33 0.08333333333333333
16 34 0.07692307692307693
16 35 0.09090909090909091
16 104 0.125
16 73 0.5
16 13 0.0625
16 15 0.07142857142857142
16 20 0.16666666666666666
16 22 0.07692307692307693
16 23 0.06666666666666667
16 158 0.5
17 36 0.0625
17 21 0.07692307692307693
17 55 0.05555555555555555
17 24 0.06666666666666667
17 43 0.125
17 44 0.05263157894736842
17 14 0.038461538461538464
17 213 0.25
18 121 0.5
18 13 0.0625
18 150 0.5
18 31 0.08333333333333333
19 193 0.2
19 27 0.08333333333333333
19 12 0.038461538461538464
19 165 0.16666666666666666
19 71 0.07692307692307693
20 16 0.041666666666666664
20 112 0.1
20 90 0.25
21 48 0.16666666666666666
21 17 0.058823529411764705
21 148 0.125
21 153 0.14285714285714285
21 185 0.16666666666666666
21 479 0.1
22 16 0.041666666666666664
22 192 0.25
22 34 0.07692307692307693
22 100 0.2
22 87 0.1
22 196 0.2
23 16 0.041666666666666664
23 64 0.08333333333333333
23 99 0.2
23 102 0.3333333333333333
23 263 0.038461538461538464
23 104 0.125
23 128 0.16666666666666666
24 256 0.07142857142857142
24 17 0.058823529411764705
24 44 0.05263157894736842
24 461 0.1
24 55 0.05555555555555555
25 96 0.25
25 123 0.25
25 124 0.2
25 13 0.0625
25 53 0.09090909090909091
26 32 0.1111111111111111
26 146 0.1
26 204 0.5
26 12 0.038461538461538464
26 28 0.05555555555555555
26 492 0.07142857142857142
26 14 0.038461538461538464
26 47 0.05555555555555555
27 32 0.1111111111111111
27 40 0.1
27 95 0.16666666666666666
27 19 0.07142857142857142
27 41 0.14285714285714285
28 32 0.1111111111111111
28 56 0.09090909090909091
28 40 0.1
28 26 0.0625
28 27 0.08333333333333333
28 12 0.038461538461538464
28 138 0.14285714285714285
28 47 0.05555555555555555
29 19 0.07142857142857142
29 151 0.2
30 195 0.16666666666666666
30 52 0.06666666666666667
30 14 0.038461538461538464
30 70 0.07692307692307693
30 169 0.2
30 164 0.2
30 46 0.05555555555555555
30 69 0.0625
31 80 0.14285714285714285
31 18 0.1111111111111111
31 130 0.5
31 38 0.09090909090909091
31 87 0.1
32 26 0.0625
32 27 0.08333333333333333
32 28 0.05555555555555555
32 66 0.07142857142857142
33 16 0.041666666666666664
33 112 0.1
33 34 0.07692307692307693
33 25 0.09090909090909091
33 176 0.25
33 50 0.3333333333333333
34 16 0.041666666666666664
34 33 0.08333333333333333
34 116 0.16666666666666666
34 37 0.1111111111111111
34 22 0.07692307692307693
34 13 0.0625
34 143 0.5
35 16 0.041666666666666664
35 57 0.25
35 58 0.25
35 67 0.16666666666666666
35 97 0.125
36 17 0.058823529411764705
36 210 0.3333333333333333
36 212 0.5
36 56 0.09090909090909091
36 24 0.06666666666666667
36 55 0.05555555555555555
36 28 0.05555555555555555
37 42 0.25
37 122 0.25
37 34 0.07692307692307693
37 35 0.09090909090909091
37 13 0.0625
38 65 0.16666666666666666
38 116 0.16666666666666666
38 22 0.07692307692307693
38 54 0.25
38 187 0.25
38 31 0.08333333333333333
39 106 0.2
39 125 0.2
39 109 0.16666666666666666
39 15 0.07142857142857142
40 81 0.125
40 138 0.14285714285714285
40 27 0.08333333333333333
40 28 0.05555555555555555
40 101 0.125
41 170 0.25
41 27 0.08333333333333333
41 95 0.16666666666666666
42 122 0.25
42 37 0.1111111111111111
43 24 0.06666666666666667
43 17 0.058823529411764705
43 36 0.0625
43 117 0.5
43 68 0.06666666666666667
44 144 0.3333333333333333
44 17 0.058823529411764705
44 49 0.2
44 24 0.06666666666666667
44 75 0.5
44 12 0.038461538461538464
44 45 0.07692307692307693
44 207 0.25
44 61 0.07692307692307693
45 177 0.25
45 175 0.09090909090909091
45 44 0.05263157894736842
45 189 0.16666666666666666
45 103 0.1111111111111111
46 256 0.07142857142857142
46 30 0.05263157894736842
46 134 0.5
46 142 0.25
46 56 0.09090909090909091
46 492 0.07142857142857142
46 219 0.5
46 60 0.125
46 14 0.038461538461538464
47 209 0.25
47 51 0.3333333333333333
47 36 0.0625
47 85 0.1111111111111111
47 184 0.25
47 132 0.5
47 26 0.0625
47 28 0.05555555555555555
47 238 0.058823529411764705
48 153 0.14285714285714285
48 21 0.07692307692307693
48 185 0.16666666666666666
49 44 0.05263157894736842
49 110 0.5
50 33 0.08333333333333333
51 47 0.05555555555555555
52 64 0.08333333333333333
52 162 0.5
52 53 0.09090909090909091
52 69 0.0625
52 14 0.038461538461538464
52 21 0.07692307692307693
52 30 0.05263157894736842
52 15 0.07142857142857142
53 52 0.06666666666666667
53 69 0.0625
53 25 0.09090909090909091
53 91 0.2
53 14 0.038461538461538464
53 79 0.1
54 187 0.25
54 38 0.09090909090909091
55 17 0.058823529411764705
55 36 0.0625
55 108 0.2
55 119 0.14285714285714285
55 24 0.06666666666666667
55 68 0.06666666666666667
55 92 0.25
55 173 0.16666666666666666
55 47 0.05555555555555555
56 36 0.0625
56 94 0.125
56 28 0.05555555555555555
56 62 0.125
56 46 0.05555555555555555
57 67 0.16666666666666666
57 35 0.09090909090909091
58 97 0.125
58 35 0.09090909090909091
59 80 0.14285714285714285
59 208 0.25
59 114 0.25
59 103 0.1111111111111111
59 15 0.07142857142857142
59 45 0.07692307692307693
59 126 0.14285714285714285
59 13 0.0625
60 32 0.1111111111111111
60 160 0.16666666666666666
60 26 0.0625
60 46 0.05555555555555555
61 86 0.3333333333333333
61 120 0.5
61 105 0.1
61 44 0.05263157894736842
61 141 0.125
61 30 0.05263157894736842
62 56 0.09090909090909091
62 161 0.2
62 83 0.5
62 238 0.058823529411764705
63 13 0.0625
63 214 0.16666666666666666
64 16 0.041666666666666664
