#ignore first line
1 2 0.25
1 4 0.5
2 1 0.25
2 3 0.16666666666666666
3 2 0.25
3 5 0.3333333333333333
3 6 0.07692307692307693
4 1 0.25
5 3 0.16666666666666666
6 3 0.16666666666666666
6 5 0.3333333333333333
6 7 0.16666666666666666
6 8 0.5
6 9 0.25
6 10 0.25
6 13 0.029411764705882353
7 11 0.5
7 12 0.5
7 6 0.07692307692307693
8 6 0.07692307692307693
9 10 0.25
9 6 0.07692307692307693
10 9 0.25
10 6 0.07692307692307693
11 7 0.16666666666666666
12 7 0.16666666666666666
13 34 0.07692307692307693
13 37 0.1
13 6 0.07692307692307693
13 178 0.2
13 107 0.25
13 14 0.1
13 15 0.0625
13 17 0.09090909090909091
13 18 0.045454545454545456
13 148 0.125
13 56 0.06666666666666667
13 25 0.06666666666666667
13 91 0.07142857142857142
13 29 0.07142857142857142
13 159 0.25
13 64 0.05555555555555555
14 100 0.16666666666666666
14 21 0.07142857142857142
14 28 0.08333333333333333
14 13 0.029411764705882353
14 66 0.25
15 17 0.09090909090909091
15 19 0.09090909090909091
15 23 0.05263157894736842
15 171 0.125
15 96 0.5
15 13 0.029411764705882353
15 78 0.25
15 16 0.07142857142857142
16 115 0.125
16 239 0.045454545454545456
16 71 0.06666666666666667
16 58 0.5
16 46 0.16666666666666666
16 15 0.0625
16 206 0.14285714285714285
17 73 0.14285714285714285
17 169 0.125
17 13 0.029411764705882353
17 15 0.0625
17 194 0.125
18 81 0.5
18 124 0.08333333333333333
18 90 0.1111111111111111
18 24 0.09090909090909091
18 26 0.05263157894736842
18 27 0.06666666666666667
18 108 0.3333333333333333
18 13 0.029411764705882353
18 59 0.07692307692307693
18 127 0.25
18 62 0.05
19 49 0.5
19 83 0.25
19 20 0.08333333333333333
19 222 0.3333333333333333
19 15 0.0625
20 161 0.5
20 19 0.09090909090909091
20 71 0.06666666666666667
20 137 0.25
20 76 0.2
20 83 0.25
21 50 0.08333333333333333
21 51 0.06666666666666667
21 153 0.16666666666666666
21 195 0.16666666666666666
21 14 0.1
21 79 0.125
21 32 0.16666666666666666
22 209 0.2
22 35 0.043478260869565216
22 72 0.16666666666666666
22 42 0.125
22 140 0.2
22 162 0.1
22 112 0.14285714285714285
22 17 0.09090909090909091
22 146 0.14285714285714285
22 54 0.14285714285714285
22 93 0.16666666666666666
22 223 0.2
23 33 0.25
23 97 0.16666666666666666
23 36 0.5
23 133 0.3333333333333333
23 15 0.0625
23 185 0.5
23 74 0.2
23 47 0.25
24 113 0.08333333333333333
24 18 0.045454545454545456
24 60 0.058823529411764705
24 39 0.16666666666666666
24 124 0.08333333333333333
25 50 0.08333333333333333
25 68 0.09090909090909091
25 69 0.08333333333333333
25 13 0.029411764705882353
25 44 0.1
25 29 0.07142857142857142
25 64 0.05555555555555555
26 257 0.05555555555555555
26 18 0.045454545454545456
26 38 0.09090909090909091
26 23 0.05263157894736842
26 41 0.16666666666666666
26 92 0.25
26 45 0.08333333333333333
26 103 0.07692307692307693
26 31 0.14285714285714285
26 128 0.3333333333333333
27 257 0.05555555555555555
27 18 0.045454545454545456
27 132 0.25
27 172 0.5
27 40 0.16666666666666666
27 194 0.125
27 24 0.09090909090909091
27 30 0.09090909090909091
28 106 0.16666666666666666
28 52 0.1
28 149 0.2
28 14 0.1
28 170 0.5
29 65 0.125
29 121 0.14285714285714285
29 135 0.16666666666666666
29 23 0.05263157894736842
29 25 0.06666666666666667
29 75 0.2
29 13 0.029411764705882353
30 27 0.06666666666666667
30 220 0.2
30 53 0.3333333333333333
30 152 0.1111111111111111
31 26 0.05263157894736842
31 38 0.09090909090909091
31 167 0.5
32 69 0.08333333333333333
32 211 0.5
32 21 0.07142857142857142
33 23 0.05263157894736842
33 184 0.5
34 120 0.16666666666666666
34 57 0.09090909090909091
34 43 0.5
34 13 0.029411764705882353
34 62 0.05
34 110 0.14285714285714285
35 177 0.09090909090909091
35 146 0.14285714285714285
35 99 0.2
35 22 0.043478260869565216
35 199 0.25
35 72 0.16666666666666666
35 42 0.125
35 112 0.14285714285714285
35 93 0.16666666666666666
35 162 0.1
35 54 0.14285714285714285
36 23 0.05263157894736842
37 101 0.2
37 148 0.125
37 13 0.029411764705882353
37 159 0.25
37 80 0.3333333333333333
38 154 0.5
38 26 0.05263157894736842
38 60 0.058823529411764705
38 31 0.14285714285714285
38 88 0.25
39 105 0.1
39 139 0.5
39 24 0.09090909090909091
40 27 0.06666666666666667
40 132 0.25
40 462 0.1111111111111111
41 26 0.05263157894736842
41 92 0.25
42 35 0.043478260869565216
42 22 0.043478260869565216
42 86 0.5
43 34 0.07692307692307693
44 25 0.06666666666666667
44 50 0.08333333333333333
44 64 0.05555555555555555
45 67 0.14285714285714285
45 71 0.06666666666666667
45 216 0.5
45 26 0.05263157894736842
45 31 0.14285714285714285
45 48 0.14285714285714285
46 201 0.25
46 52 0.1
46 16 0.07142857142857142
47 23 0.05263157894736842
48 67 0.14285714285714285
48 45 0.08333333333333333
48 102 0.1111111111111111
49 19 0.09090909090909091
50 465 0.058823529411764705
50 84 0.14285714285714285
50 21 0.07142857142857142
50 135 0.16666666666666666
50 25 0.06666666666666667
50 44 0.1
51 149 0.2
51 85 0.125
51 70 0.1
51 87 0.1111111111111111
51 179 0.16666666666666666
51 21 0.07142857142857142
51 142 0.14285714285714285
52 89 0.25
52 28 0.08333333333333333
52 46 0.16666666666666666
52 239 0.045454545454545456
52 214 0.25
53 30 0.09090909090909091
54 42 0.125
54 35 0.043478260869565216
54 22 0.043478260869565216
54 102 0.1111111111111111
55 257 0.05555555555555555
55 165 0.1111111111111111
55 152 0.1111111111111111
55 53 0.3333333333333333
55 220 0.2
55 30 0.09090909090909091
56 116 0.2
56 84 0.14285714285714285
56 151 0.2
56 13 0.029411764705882353
56 44 0.1
56 61 0.1
56 95 0.14285714285714285
57 130 0.06666666666666667
57 34 0.07692307692307693
57 110 0.14285714285714285
57 95 0.14285714285714285
57 120 0.16666666666666666
58 16 0.07142857142857142
59 257 0.05555555555555555
59 18 0.045454545454545456
59 111 0.5
59 82 0.25
59 62 0.05
59 207 0.25
60 131 0.1111111111111111
60 38 0.09090909090909091
60 24 0.09090909090909091
60 77 0.0625
60 174 0.2
60 143 0.16666666666666666
60 160 0.1111111111111111
61 84 0.14285714285714285
61 125 0.1
61 151 0.2
61 56 0.06666666666666667
62 18 0.045454545454545456
62 182 0.3333333333333333
62 34 0.07692307692307693
62 205 0.3333333333333333
62 59 0.07692307692307693
62 157 0.16666666666666666
62 63 0.5
63 62 0.05
64 129 0.25
64 114 0.5
64 119 0.1
64 130 0.06666666666666667
64 25 0.06666666666666667
64 91 0.07142857142857142
64 44 0.1
64 13 0.029411764705882353
64 176 0.16666666666666666
65 138 0.5
65 181 0.5
65 29 0.07142857142857142
65 47 0.25
66 100 0.16666666666666666
66 14 0.1
67 45 0.08333333333333333
67 71 0.06666666666666667
67 48 0.14285714285714285
68 188 0.2
68 25 0.06666666666666667
68 44 0.1
68 141 0.2
68 94 0.16666666666666666
68 95 0.14285714285714285
69 119 0.1
69 104 0.2
69 25 0.06666666666666667
69 44 0.1
69 175 0.25
69 32 0.16666666666666666
70 51 0.06666666666666667
70 85 0.125
70 179 0.16666666666666666
70 87 0.1111111111111111
71 98 0.25
71 67 0.14285714285714285
71 20 0.08333333333333333
71 117 0.5
71 38 0.09090909090909091
71 45 0.08333333333333333
71 115 0.125
71 16 0.07142857142857142
72 105 0.1
72 35 0.043478260869565216
72 22 0.043478260869565216
73 17 0.09090909090909091
73 186 0.5
73 194 0.125
74 97 0.16666666666666666
74 23 0.05263157894736842
75 29 0.07142857142857142
75 135 0.16666666666666666
76 19 0.09090909090909091
76 20 0.08333333333333333
76 173 0.2
77 482 0.07142857142857142
77 134 0.2
77 119 0.1
77 60 0.058823529411764705
77 157 0.16666666666666666
77 143 0.16666666666666666
77 160 0.1111111111111111
78 123 0.3333333333333333
78 15 0.0625
79 153 0.16666666666666666
79 195 0.16666666666666666
79 21 0.07142857142857142
79 262 0.125
80 37 0.1
80 13 0.029411764705882353
81 18 0.045454545454545456
82 59 0.07692307692307693
82 462 0.1111111111111111
83 19 0.09090909090909091
83 20 0.08333333333333333
84 50 0.08333333333333333
84 44 0.1
84 61 0.1
84 56 0.06666666666666667
85 51 0.06666666666666667
85 70 0.1
85 87 0.1111111111111111
86 42 0.125
87 51 0.06666666666666667
87 85 0.125
87 70 0.1
87 142 0.14285714285714285
88 145 0.5
88 38 0.09090909090909091
89 52 0.1
89 214 0.25
90 18 0.045454545454545456
90 124 0.08333333333333333
90 127 0.25
90 224 0.06666666666666667
91 65 0.125
91 189 0.5
91 180 0.5
91 218 0.25
91 13 0.029411764705882353
91 125 0.1
91 62 0.05
91 64 0.05555555555555555
92 41 0.16666666666666666
92 26 0.05263157894736842
93 35 0.043478260869565216
93 22 0.043478260869565216
93 118 0.5
94 465 0.058823529411764705
94 68 0.09090909090909091
95 57 0.09090909090909091
95 68 0.09090909090909091
95 56 0.06666666666666667
96 15 0.0625
97 74 0.2
97 23 0.05263157894736842
98 171 0.125
98 71 0.06666666666666667
99 35 0.043478260869565216
99 198 0.14285714285714285
100 66 0.25
100 14 0.1
100 106 0.16666666666666666
101 13 0.029411764705882353
101 37 0.1
101 178 0.2
102 42 0.125
102 144 0.2
102 126 0.25
102 54 0.14285714285714285
102 48 0.14285714285714285
103 97 0.16666666666666666
103 109 0.25
103 196 0.16666666666666666
103 197 0.2
103 183 0.2
103 23 0.05263157894736842
103 26 0.05263157894736842
103 45 0.08333333333333333
104 69 0.08333333333333333
104 175 0.25
105 202 0.5
