#ignore first line
1 2 0.25
1 3 0.25
1 4 0.25
1 5 0.5
2 1 0.125
2 6 0.125
3 1 0.125
3 6 0.125
4 1 0.125
4 239 0.05
5 1 0.125
6 2 0.25
6 3 0.25
6 7 0.1111111111111111
6 224 0.0625
7 11 0.2
7 12 0.5
7 6 0.125
7 8 0.125
8 10 0.5
8 13 0.019230769230769232
8 7 0.1111111111111111
9 8 0.125
10 8 0.125
11 13 0.019230769230769232
11 7 0.1111111111111111
11 8 0.125
12 7 0.1111111111111111
13 134 0.2
13 7 0.1111111111111111
13 8 0.125
13 74 0.125
13 11 0.2
13 14 0.037037037037037035
13 15 0.0625
13 17 0.05263157894736842
13 18 0.045454545454545456
13 20 0.1
13 86 0.125
13 217 0.14285714285714285
13 26 0.047619047619047616
13 219 0.2
13 93 0.08333333333333333
13 94 0.1111111111111111
13 32 0.07692307692307693
13 35 0.07142857142857142
13 29 0.1
13 39 0.09090909090909091
13 40 0.047619047619047616
13 42 0.05555555555555555
13 107 0.14285714285714285
13 222 0.3333333333333333
13 480 0.09090909090909091
13 62 0.09090909090909091
14 34 0.0625
14 13 0.019230769230769232
14 15 0.0625
14 16 0.05
14 81 0.06666666666666667
14 115 0.3333333333333333
14 20 0.1
14 239 0.05
14 186 0.5
14 25 0.125
14 154 0.2
14 29 0.1
14 30 0.1111111111111111
15 97 0.07142857142857142
15 82 0.5
15 39 0.09090909090909091
15 105 0.25
15 75 0.125
15 13 0.019230769230769232
15 14 0.037037037037037035
15 110 0.16666666666666666
16 177 0.3333333333333333
16 101 0.25
16 19 0.2
16 53 0.16666666666666666
16 87 0.1111111111111111
16 21 0.14285714285714285
16 91 0.3333333333333333
16 14 0.037037037037037035
16 47 0.2
16 144 0.5
17 33 0.16666666666666666
17 68 0.14285714285714285
17 224 0.0625
17 22 0.058823529411764705
17 40 0.047619047619047616
17 152 0.1
17 13 0.019230769230769232
17 31 0.1
17 70 0.16666666666666666
18 113 0.2
18 202 0.25
18 132 0.2
18 88 0.14285714285714285
18 42 0.05555555555555555
18 43 0.07692307692307693
18 60 0.3333333333333333
18 13 0.019230769230769232
18 46 0.1111111111111111
